Date,Mode,Category,Remark,Amount,Income_Expense,Transaction_id
06-12-2020,Mobile Wallet,Care Essentials,veet hair removal cream,351.89,Expense,5ac5e50b-8b6e-4d18-98a8-28fc493e1326
06-12-2020,Net Banking,Financial Dues,business loan emi,4596.84,Expense,af0c9dd7-a473-4294-a6a1-2d5a288a636c
07-12-2020,Mobile Wallet,Transportation,suburban train,855.54,Expense,979283f0-fc5f-4408-9049-c553499d36f1
07-12-2020,Net Banking,Education,e-learning subscription,3694.78,Expense,570b114e-f422-4ef0-93ea-e6dbf27c9ea3
07-12-2020,Net Banking,Financial Dues,mortgage payment,4573.72,Expense,4aa36915-7ceb-488b-a1e0-dc01c574ce3a
07-12-2020,UPI,Miscellaneous,event registration fee,8053.97,Expense,0aacc60c-a1ed-4ca8-9b14-6a6b5b10474c
08-12-2020,Credit Card,Discretionary,new shoes,2468.16,Expense,cad04d5c-512d-475a-897c-1ab6f3fa1966
08-12-2020,Credit Card,Enrichment,yoga class fees,1831.37,Expense,39544d20-bbda-453e-92d9-a6b651e82968
08-12-2020,Net Banking,Financial Dues,business loan emi,2508.6,Expense,b8086eec-2077-4e3b-9568-d0cfe8cd46ea
08-12-2020,UPI,Transportation,shared cab,1239.41,Expense,646ed312-1e9c-45db-b071-13ba64be0538
08-12-2020,Debit Card,Education,pens and pencils,2736.84,Expense,da524898-b3ab-4335-b636-6620ec4c0f4d
08-12-2020,Mobile Wallet,Groceries,sugar,430.35,Expense,f5a67794-d590-4e64-ae2b-3078f8afe567
09-12-2020,Net Banking,Rent,rent paid for apartment,20780.99,Expense,99dad5de-6c53-4942-8f79-32139cdc28d8
09-12-2020,UPI,Transportation,puncture repair,105.89,Expense,2f05f5a7-16b9-4b1c-8b45-b677541d27a4
09-12-2020,Bank Transfer,Interest,corporate bond interest,56172.01,Income,76f921ca-d16c-4cf0-bc85-580675df9412
10-12-2020,Net Banking,Rent,monthly rent for PG,20237.18,Expense,9e495660-8415-4560-9849-43c9bf776b7a
10-12-2020,UPI,Groceries,jaggery,489.67,Expense,6566b167-f3e5-4422-ba81-54c77725872b
10-12-2020,Mobile Wallet,Transportation,car cleaning,56.53,Expense,36130201-a0a9-4852-8e29-8feee6f70ca6
10-12-2020,UPI,Utilities,pipe leak repair,987.41,Expense,9daf9914-15bd-4594-a5ec-7d483b02af44
10-12-2020,UPI,Domestic Help,cook fee,3966.07,Expense,807a5333-b58d-47bf-afb9-7fff6c386d83
10-12-2020,Net Banking,Financial Dues,education loan emi,5761.55,Expense,751c6d22-130f-4614-9d0b-2c9e4aedcece
10-12-2020,Cash,Discretionary,fitness retreat,402.43,Expense,1f636d49-3823-413b-9c77-682b6deea4b4
11-12-2020,Debit Card,Transportation,intercity bus,2105.14,Expense,e92ea211-4144-4483-b4ca-2239a10b8551
12-12-2020,UPI,Groceries,chicken,861.68,Expense,48f97e4b-966f-4a2a-9f42-b7d0ed2b0244
12-12-2020,Debit Card,Transportation,parking fee,2710.75,Expense,26cff3ef-f581-47ee-a61f-893e88d5eb87
12-12-2020,UPI,Care Essentials,ponds powder,241.49,Expense,dede6993-6bc7-4cdc-a107-44a616a25a89
13-12-2020,Credit Card,Transportation,rickshaw,2741.01,Expense,287ac827-948d-46e4-a2a9-a60fe266795a
13-12-2020,UPI,Care Essentials,kajal,161.31,Expense,a593ba79-21b7-4cae-935b-4b2bd1b73903
14-12-2020,Cash,Groceries,yogurt,165.4,Expense,be37bb95-3d42-41e0-afbd-5e3d029983ea
14-12-2020,Credit Card,Transportation,new helmet,1360.25,Expense,eb729413-81cf-4283-887a-f9c2160fe429
14-12-2020,Net Banking,Interest,recurring deposit interest,24549.87,Income,bda21720-b04d-4f80-b19d-c46ee38c3760
15-12-2020,UPI,Groceries,jam,252.07,Expense,57c73369-e51f-492e-bc0e-d858161c4da1
15-12-2020,Cash,Transportation,fastag recharge,877.16,Expense,71f09da1-ee76-42fc-917d-99f727ee3264
16-12-2020,UPI,Transportation,traffic challan,242.16,Expense,26098ade-05bd-48fd-b7a4-e1ce6e126296
17-12-2020,UPI,Care Essentials,face powder,275.96,Expense,66457513-8734-4914-b829-4929cf0814d0
18-12-2020,Mobile Wallet,Enrichment,coaching center fees,1493.91,Expense,20f8e748-16d9-4104-be41-575539f695bf
18-12-2020,UPI,Transportation,ev charging,1891.02,Expense,a61ded5a-5667-415d-8f46-33d443e38724
19-12-2020,Cash,Groceries,chicken,214.42,Expense,4b29405f-8022-491b-82c4-bb69681dd017
19-12-2020,Debit Card,Healthcare,father surgery,1372.37,Expense,0af85a33-7b0b-4e16-b34b-d3e56194dfad
19-12-2020,Cash,Transportation,shuttle service,763.15,Expense,86734a68-d9f3-4f35-8b1b-ff538c2a5673
20-12-2020,UPI,Transportation,bus tickets,2145.05,Expense,ee2f372b-b0d5-4d83-b649-1d4c10c740ec
20-12-2020,Mobile Wallet,Care Essentials,hair bands,355.88,Expense,34494691-5701-4d41-94f2-6e32b5ab13e8
21-12-2020,Credit Card,Transportation,ev charging,2362.42,Expense,9598a0c5-e6c5-4a53-9b9e-a2b133b2dcf2
21-12-2020,UPI,Care Essentials,new lipstick,313.92,Expense,8e8b6873-393b-436f-a94d-c803827bfb5c
22-12-2020,Debit Card,Transportation,taxi,1318.22,Expense,971ee4a6-5bf7-40b6-82d8-17026b6da540
22-12-2020,Debit Card,Enrichment,french class fee,1108.07,Expense,31d52399-61c7-47d0-a855-a15ae007748b
22-12-2020,Debit Card,Miscellaneous,photocopying documents,4092.06,Expense,4c570b54-cb65-4929-bc1e-11c343b583a1
23-12-2020,Mobile Wallet,Transportation,shared cab,1460.66,Expense,e52d35ea-502a-40a1-b113-7ebb7f2577cd
24-12-2020,UPI,Miscellaneous,furniture shifting fee,6245.28,Expense,91af26be-dc7e-4e8f-8057-ab47598d0e8b
24-12-2020,Cash,Groceries,vegetables,406.38,Expense,ea3e57d9-9cf1-4bd4-8dbb-75a7516d760a
25-12-2020,UPI,Side Hustle,graphic design project,2636.44,Income,2b0eed54-0a54-49c3-83e9-36d20b776525
26-12-2020,Debit Card,Groceries,buns,687.61,Expense,de4b3a53-19b1-43a0-9ba8-eab6dca7089d
26-12-2020,UPI,Healthcare,pan-d,3072.02,Expense,1936173d-5516-4d1e-aab0-9f39b526111c
26-12-2020,Net Banking,Stocks,nifty 50 investment,16932.11,Income,beac7396-4efd-48a0-89c2-70e240d175e7
27-12-2020,Net Banking,Rent,rent received in cash,17909.42,Income,3f519dda-065c-4bb7-b72e-eb5c745347d3
27-12-2020,Debit Card,Transportation,car servicing,1507.55,Expense,fe3bd4cb-2934-4ee2-8b49-3f7aff115aed
27-12-2020,Mobile Wallet,Care Essentials,nivea winter cold cream,333.33,Expense,062aacc8-2769-4687-8d98-76fae94c0291
27-12-2020,Bank Transfer,Salary,salary credited,52804.52,Income,52894bb4-c750-4e13-8555-36257e1fab83
27-12-2020,UPI,Gifts,birthday gift card,3185.07,Income,f4899917-1ffc-413c-8d2d-d23aa7e6cbcc
28-12-2020,Bank Transfer,Pension,monthly pension deposit,56274.38,Income,a09fea7d-e8d2-45b1-a325-ed225d9d1b05
29-12-2020,Cash,Miscellaneous,insurance claim settlement,1223.24,Income,e6a5e3da-1563-43e6-bb0e-fb7760713eaf
29-12-2020,Net Banking,Stocks,bonus shares credited,8180.91,Income,863f4139-4f1f-4820-800f-6896310bec23
30-12-2020,Mobile Wallet,Groceries,festival snacks,280.9,Expense,98593733-d259-419d-9615-761624b02a90
30-12-2020,Cheque,Salary,joining bonus,61028.29,Income,72d367a4-7432-4f20-b8b7-61fc7cabedd4
30-12-2020,UPI,Side Hustle,part-time teaching salary,763.27,Income,3517b537-b351-4b73-8dff-05c1a70734d0
30-12-2020,Debit Card,Pension,monthly pension deposit,22736.66,Income,1afd0a53-2806-43e6-96da-aaa75b865faa
30-12-2020,Net Banking,Stocks,ethereum trading gain,3831.74,Income,4108a9c7-1ca2-44de-92ea-22502e50328d
31-12-2020,Credit Card,Transportation,rickshaw,1635.0,Expense,e97334ab-841b-4cb7-8e70-0f5e0b587796
01-01-2021,Net Banking,Stocks,shiba inu token sale,8053.19,Income,4386fa41-8406-450d-8513-552f93da9407
01-01-2021,Net Banking,Pension,civil services pension,23268.75,Income,72752160-0967-4790-b1e6-3d9b5c1505a3
01-01-2021,UPI,Side Hustle,old property resale,4281.49,Income,db1e0559-57b8-419f-aea5-2a995598e316
01-01-2021,Debit Card,Salary,salary credited,34481.7,Income,c2a7187b-7fac-47d3-be51-2e4c19a6b8af
01-01-2021,Net Banking,Financial Dues,ngo contribution,4188.46,Expense,f0e5db2d-7c1f-469b-8c9a-720b656ea543
01-01-2021,UPI,Domestic Help,haircutting,2340.34,Expense,4a1e2726-fb3d-4310-9b80-f51a0372b94e
01-01-2021,UPI,Enrichment,career guidance seminar,783.73,Expense,a74c42dd-5111-46cf-a850-3dfb4918d1e1
01-01-2021,Mobile Wallet,Communication,hdmi cable,277.47,Expense,9339dd44-5907-4b2e-a1d7-af644b7c1f36
01-01-2021,Credit Card,Utilities,measuring tape,1228.14,Expense,4fd0f312-2c61-4656-8871-43a52ba4e9bb
01-01-2021,Debit Card,Transportation,car maintenance,1591.77,Expense,56ec0dcc-ee40-4791-985a-9542bc9337bd
01-01-2021,Mobile Wallet,Healthcare,chiropractor fee,601.13,Expense,dfc93f92-9d7a-4027-b64b-bea600587f4f
01-01-2021,Net Banking,Rent,security deposit received,15717.25,Income,019345fb-659a-48ad-b17f-bfe3bbff330d
01-01-2021,Net Banking,Rent,security deposit for flat,16385.32,Expense,e229219a-c739-41a7-be5c-11354498751e
01-01-2021,Credit Card,Education,art supplies,1017.34,Expense,4b9be1d3-1e97-4595-b60f-84399c024108
02-01-2021,Credit Card,Education,calculator,2112.36,Expense,98e317e9-4c57-49c8-a78d-1ebd77a93fc4
02-01-2021,UPI,Domestic Help,nanny salary,2126.16,Expense,629413d6-b644-44d0-9ab6-7bbd2b83a556
02-01-2021,UPI,Transportation,battery replacement,188.47,Expense,bdb6ef14-8e15-4da5-8abd-0c17fead6eef
02-01-2021,Net Banking,Financial Dues,LIC,5248.2,Expense,92e482f3-c5af-4e39-851e-851d70dc792f
02-01-2021,UPI,Groceries,ragi flour,429.37,Expense,49cf2e45-b008-4735-bcd2-364f3a46af2a
02-01-2021,Debit Card,Healthcare,first aid kit,2452.34,Expense,07d1b5da-a5e0-4577-861b-3c1ddb2a714a
02-01-2021,Net Banking,Rent,security deposit for flat,25672.14,Expense,efa75ecf-6eef-445c-93c6-9352cdebb702
03-01-2021,Net Banking,Rent,maintenance charges,22300.17,Expense,1967b4c7-3956-46a6-9cfb-6c3af432263d
03-01-2021,Mobile Wallet,Transportation,bike servicing,98.5,Expense,6227537d-f40f-4993-bf05-eddcecb102a5
03-01-2021,UPI,Utilities,home decor,1869.59,Expense,04920ec0-7d9b-4860-b4c9-8710d5689ea8
03-01-2021,Mobile Wallet,Communication,magazine,660.99,Expense,35f6711e-13ff-43f2-88fd-84ccc41bd40e
03-01-2021,Debit Card,Education,school picnic fees,5880.49,Expense,1be4a9d9-d97b-499a-ba7c-de5385056591
03-01-2021,Net Banking,Financial Dues,business loan emi,9941.21,Expense,bc92bd3b-3dde-4785-9eaa-b29981e70f1e
03-01-2021,UPI,Miscellaneous,lost wallet replacement,527.95,Expense,77ca96f6-c229-4119-92ce-4a433b2de586
04-01-2021,Debit Card,Healthcare,root canal treatment,998.36,Expense,893956a0-6c46-461f-bed6-62bd0253bc97
04-01-2021,Net Banking,Rent,monthly rent for PG,15253.44,Expense,bfc5cb29-9a47-4503-aa3b-690e5b6cf355
04-01-2021,Debit Card,Utilities,fan replacement,2469.16,Expense,44b3eb40-cad9-4242-bf76-533602c50d28
04-01-2021,UPI,Communication,set-top box install,513.14,Expense,d0cbd559-4166-4f10-8363-585e242b72b5
04-01-2021,Credit Card,Education,online course fees,1198.36,Expense,27e83fb7-d4d1-4d70-a7e1-2f57128fc350
04-01-2021,UPI,Domestic Help,gardener fee,2794.26,Expense,0680013c-6e28-4ac2-bc5f-8d9b10a7f548
04-01-2021,Net Banking,Financial Dues,credit card late fee,6875.94,Expense,9cdf5632-4a2c-4382-ad58-3f3252fa7a9c
05-01-2021,UPI,Domestic Help,maid fees,4745.57,Expense,8369d532-8eeb-42c3-ab83-c688d1247e7e
05-01-2021,Net Banking,Financial Dues,business loan emi,13659.03,Expense,e1cef6f7-0cbd-413b-ab61-c6f628ad53d2
05-01-2021,Debit Card,Enrichment,theatre workshop,1085.51,Expense,628b2dd9-83a2-40c9-8c0d-727cedcfb9ac
05-01-2021,Net Banking,Education,placement training,2483.32,Expense,6e6c2be7-5228-4108-8ead-7be88db7d16a
05-01-2021,UPI,Care Essentials,pumic stone,236.04,Expense,bd2c8437-b7fa-455c-884a-5e3da20dc1b2
05-01-2021,UPI,Utilities,curtains purchase,739.56,Expense,82d83e24-2ea7-4ecd-828e-78e934237f5c
05-01-2021,UPI,Transportation,shared cab,1181.47,Expense,0edd13aa-21d6-4f43-86d5-0c5839ef1290
05-01-2021,UPI,Groceries,festival stuff,375.32,Expense,ff55c538-ebd5-4d29-ac1b-08aecdc1d2c7
05-01-2021,Mobile Wallet,Communication,earphones,423.28,Expense,31fb2191-55d7-4965-a6cf-398f6945a55a
05-01-2021,Net Banking,Rent,rent advance payment,13712.08,Expense,55415db3-b819-4f0f-a4c1-008b0d375bae
06-01-2021,Net Banking,Financial Dues,bank locker rent,7988.27,Expense,f2d5806d-2ad7-414e-a824-beef5cea46a2
06-01-2021,Debit Card,Utilities,drain cleaning,2810.54,Expense,e04b293a-38fb-4ded-ab65-907757e11c32
06-01-2021,Debit Card,Education,art supplies,1169.04,Expense,41cc4550-c141-4667-976b-10d5fe08a50a
06-01-2021,Cash,Groceries,tissue rolls,670.73,Expense,36fb377e-ccd1-4a5e-a7df-d84d23d856d9
06-01-2021,UPI,Transportation,tyre replacement,608.6,Expense,4cb1a272-d12e-438e-b82f-4e9623df0284
07-01-2021,Mobile Wallet,Groceries,green tea,223.44,Expense,22a47fdf-c8b8-4fbf-aedd-ed84fb935f85
07-01-2021,UPI,Transportation,car maintenance,739.71,Expense,71242ec9-b2bb-47bb-b326-1ebd683b6955
07-01-2021,Debit Card,Communication,prepaid mobile recharge,1270.38,Expense,56560320-e576-4b9b-a7b6-257ab1439cde
07-01-2021,UPI,Domestic Help,plumber fee,7566.48,Expense,a0cf57a3-c640-4a40-8553-e1b7f4ad6fe1
08-01-2021,Mobile Wallet,Discretionary,virtual reality arcade,377.36,Expense,a2c43d0c-4ecb-4f34-ae40-e691bfee0eb7
08-01-2021,Cash,Miscellaneous,ngo contribution,952.04,Expense,f1425a46-04b3-4565-8705-6d33d18f6837
08-01-2021,UPI,Domestic Help,car cleaner fee,3395.13,Expense,f7ac8f22-1f72-4ce8-98fa-900ec5302353
08-01-2021,Net Banking,Rent,rent advance payment,12356.59,Expense,1dbf30de-8050-4371-8b33-deac862e790a
08-01-2021,Mobile Wallet,Transportation,diesel,1186.96,Expense,9585b601-d057-4837-953c-d9bed5c99c6b
08-01-2021,Mobile Wallet,Groceries,dry fruits,341.79,Expense,eee19ebc-582e-475c-8050-8ec0330c9d65
08-01-2021,UPI,Utilities,vacuum cleaner,1334.51,Expense,2977341f-38db-4f19-bda0-120571af09ff
09-01-2021,UPI,Groceries,biscuits,948.38,Expense,4df88fbf-ace8-4452-a4d8-f76ea332c4d5
09-01-2021,UPI,Utilities,new batteries,1339.64,Expense,8416db75-0d39-4875-b1d9-7e2243583e65
09-01-2021,Debit Card,Education,crayons,2627.49,Expense,4787fd9e-db36-4383-b376-57925460e2f5
10-01-2021,Net Banking,Rent,rent advance payment,15204.25,Expense,fa18fe37-9f65-46ab-8c2f-55d98c01567d
10-01-2021,UPI,Transportation,flight tickets,2065.26,Expense,8c88ad5a-525d-43a6-b9a2-0f963f86b2f4
10-01-2021,Mobile Wallet,Communication,usb cables,1536.54,Expense,ce503a4c-1660-4a24-94a2-bd3c8439f103
10-01-2021,Credit Card,Miscellaneous,lost key replacement,4235.09,Expense,5c789bb1-1d48-4494-a5f3-6ae18a5ebfbc
11-01-2021,Credit Card,Transportation,suburban train,783.42,Expense,b6deb5a8-6f60-4bdc-93f8-001a225e4d07
14-01-2021,Cash,Miscellaneous,locker rent,1842.2,Expense,46ae3fc7-3eab-4749-9cdb-2a0cfe1a4b9b
14-01-2021,Credit Card,Transportation,fastag recharge,1766.05,Expense,d4eab5fa-88a3-49a6-bb06-67a377416ebc
14-01-2021,UPI,Groceries,ragi flour,755.14,Expense,fe94fa72-96ce-4f1f-881e-09a3e4ee3a87
15-01-2021,Debit Card,Enrichment,personality development workshop,741.86,Expense,544ec9a3-f187-443a-bfc1-76dd803a5f0a
16-01-2021,Mobile Wallet,Healthcare,new bp machine bought,238.85,Expense,149346fd-543f-40ef-a54c-e155fffade95
16-01-2021,Credit Card,Transportation,tyre replacement,1532.92,Expense,19131e6a-b24d-42cf-8c74-241c36aaf276
17-01-2021,Credit Card,Discretionary,spa visit,1632.92,Expense,1a8cce50-0cc6-44b8-aa3b-05dc60076607
18-01-2021,UPI,Groceries,coffee,410.15,Expense,0da7800f-ad14-45d2-be62-bc2049ee9ef9
19-01-2021,Mobile Wallet,Groceries,dishwashing soap,343.34,Expense,1bc09552-6cc7-483b-a042-54e98c516cc4
19-01-2021,Mobile Wallet,Transportation,traffic challan,1676.44,Expense,6fc6a729-be2e-453e-ac33-fec47c903900
19-01-2021,Mobile Wallet,Enrichment,photography course,696.96,Expense,1fb425e3-9652-42a3-967f-aa73e7c4f0a7
20-01-2021,Cash,Transportation,rickshaw,448.26,Expense,7b93c6d2-ea58-4e02-bbb9-9e24201ab212
20-01-2021,Mobile Wallet,Groceries,bread,384.53,Expense,f11100b2-8487-46f6-8ad1-fc780c050041
21-01-2021,Mobile Wallet,Rewards,paytm cashback,513.89,Income,92e93a66-e88c-40d9-b99e-d09b82433ad7
21-01-2021,Credit Card,Transportation,bike servicing,2239.44,Expense,ec29ec97-7700-4eb1-9d66-8db3bccf1809
22-01-2021,UPI,Transportation,new helmet,940.77,Expense,e3a4c39d-4d83-4486-8e89-71b041feef6b
23-01-2021,UPI,Transportation,train,729.72,Expense,6731ae98-2bf2-4e36-afea-379be971df83
24-01-2021,Mobile Wallet,Groceries,shoe polish,429.83,Expense,74ae6004-518e-484d-89de-3c0740c4a7d5
24-01-2021,UPI,Transportation,mechanic fee,2314.35,Expense,c91dcf3e-b792-4902-a625-0a25356c1550
25-01-2021,Net Banking,Rent,rent received from tenant,14205.92,Income,88933d0b-6b32-4f1c-9af7-3955a753404f
25-01-2021,UPI,Transportation,diesel,531.72,Expense,5799b06b-41c7-4896-a989-0cd4e2cbecef
25-01-2021,Mobile Wallet,Care Essentials,makeup remover,199.31,Expense,bd1309d7-53e1-4d02-acbe-e86522b4f3c4
25-01-2021,Net Banking,Salary,appraisal arrears,45552.24,Income,bc770a09-fa86-48d5-a93d-bcc28841f24e
25-01-2021,Credit Card,Pension,retirement fund payout,32005.11,Income,f36e8ccb-b020-473d-92a9-76addd2bb966
26-01-2021,Mobile Wallet,Rewards,paytm cashback,467.27,Income,cb84cc90-4019-4375-85c4-693063569ed8
26-01-2021,UPI,Side Hustle,tutoring class fee,1407.43,Income,af57d297-94e8-40ce-b667-ee689beaef8a
26-01-2021,Cheque,Salary,shift allowance,59456.86,Income,6e1bb4e2-9475-4da3-acd0-926279c89b22
26-01-2021,Mobile Wallet,Transportation,fastag recharge,258.91,Expense,02899aae-f3ff-42f0-8df5-1b2845f7271c
26-01-2021,Mobile Wallet,Groceries,juice,270.64,Expense,724a6a21-4232-466a-988d-20e8c4f20ee8
27-01-2021,Mobile Wallet,Transportation,car repair,80.56,Expense,dcb20a86-aa88-4976-b3cb-d499fcaaa32b
27-01-2021,Cash,Care Essentials,baby diaper,134.92,Expense,03ba8ed5-d465-44ea-8f77-855c1860eb3a
27-01-2021,Bank Transfer,Salary,salary credited,70436.69,Income,4f270328-3ed0-4979-b7c8-34be68795f02
27-01-2021,Net Banking,Pension,retirement fund payout,20566.55,Income,e105fb9b-5618-4f92-82b4-32fde5509ad4
28-01-2021,Cash,Groceries,yogurt,302.03,Expense,6bca2493-70eb-4c9e-9064-3f35bd05e489
28-01-2021,Mobile Wallet,Transportation,rapido bike ride,903.97,Expense,a0c1b35e-e9a9-48d1-8b6a-fae8233ace75
28-01-2021,Mobile Wallet,Care Essentials,baby wipes,335.31,Expense,ee13c11a-c609-4b04-8ff4-5bad795bf175
29-01-2021,UPI,Miscellaneous,online resale of unused items,465.17,Income,f3ee8489-bb6f-49bd-8fb4-10c33ccd037f
29-01-2021,Mobile Wallet,Rewards,paytm cashback,165.85,Income,eb25ca6f-b130-4dc9-aa87-e835248bfffb
29-01-2021,UPI,Side Hustle,pet grooming service payment,4813.57,Income,a3e2e639-cf79-4985-9f0b-66e4da02c0ed
29-01-2021,Net Banking,Salary,joining bonus,36163.88,Income,8511761c-b331-48d2-8d6e-62772bae7a2b
29-01-2021,Debit Card,Enrichment,abacus class,1152.47,Expense,d88224af-33ca-41ba-84cc-13e0823c73a0
30-01-2021,Net Banking,Rent,rent received from tenant,12166.2,Income,4af0859c-bca4-4ff3-b3b9-0a070922d781
30-01-2021,Cash,Groceries,chutney,566.37,Expense,b39030f1-6fdf-4601-b759-5dbd622e9516
30-01-2021,Debit Card,Transportation,tram,2272.0,Expense,55c4502c-7d58-4198-8d77-80018a811ed1
30-01-2021,Cheque,Salary,freelance project payment,56019.2,Income,f50eb512-754c-4359-9d7c-58fb650331c5
30-01-2021,UPI,Side Hustle,tailoring order payment,3385.93,Income,195438b8-ea34-451f-a0b7-943d8ed863ea
30-01-2021,Bank Transfer,Pension,EPF pension withdrawal,62382.27,Income,f437707f-11cc-4158-80fc-e861c3de7031
31-01-2021,UPI,Transportation,vehicle pollution check,170.71,Expense,f0c253c7-f7eb-4ff9-b82a-7cbaaf730fe3
31-01-2021,UPI,Care Essentials,nail polish,260.99,Expense,8b5cadd7-31c9-48e4-85e2-37889c801a72
31-01-2021,UPI,Miscellaneous,cancellation refund,173.27,Income,a06a2503-9573-4c92-ad5f-706e84bdca55
01-02-2021,UPI,Miscellaneous,money from old electronics sale,3679.91,Income,aa5ed411-a479-41e6-933a-25a656956319
01-02-2021,Net Banking,Salary,joining bonus,35199.03,Income,a62b8b97-9538-44de-8b76-879dffdb9d93
01-02-2021,Net Banking,Stocks,ipo gain,2399.55,Income,f28450b2-dfab-4fd4-88d7-f62240c84710
01-02-2021,UPI,Pension,veteran pension payment,24081.38,Income,4c5a2789-d918-462d-aa3a-98f177b190c2
01-02-2021,Net Banking,Financial Dues,PPF,6859.03,Expense,4a27651d-fc74-4395-8253-4eb5dd925d9b
01-02-2021,UPI,Side Hustle,homemade candle sale,6471.85,Income,f165e036-8eb4-409d-9a2b-87f3d3965a53
01-02-2021,Credit Card,Education,sharpeners,2291.24,Expense,8cc52ca7-24f3-46bf-bb0c-e9deb677bcc9
01-02-2021,Debit Card,Utilities,sofa repair,534.65,Expense,e8e6ae01-be53-4863-bc9e-fa785854c2df
01-02-2021,Debit Card,Transportation,vehicle pollution check,695.85,Expense,4f8dcdb5-a7f8-4df6-bf6b-7b17397ca38f
01-02-2021,Net Banking,Rent,advance rent received,17813.17,Income,b36f8e5d-0f15-4119-9580-d96e667f05c6
01-02-2021,Net Banking,Rent,rent advance payment,15634.44,Expense,562f6d9e-4801-4a19-a73f-88d8d6fa1a8f
01-02-2021,UPI,Care Essentials,eyeliner,248.6,Expense,899fd0f2-dc22-4e22-9b4a-2cf538b4369c
02-02-2021,Net Banking,Financial Dues,old age home fee,14102.77,Expense,b1c71af3-5257-4df3-b1d8-07622737d5f5
02-02-2021,UPI,Domestic Help,cook fee,2546.99,Expense,1601f602-0f93-41fe-b2da-1d3b3594a71a
02-02-2021,Debit Card,Enrichment,3d modeling class,622.01,Expense,6c2d741d-16d7-47cb-b9eb-bcc2d9dfa987
02-02-2021,Credit Card,Education,edu trip fees,3370.49,Expense,77497b77-d1d6-4b3e-93b7-40edad6d416d
02-02-2021,Net Banking,Utilities,curtains purchase,4667.29,Expense,c1dd8561-5726-495c-9ff8-f3d6066b57a2
02-02-2021,Cash,Groceries,yogurt,279.61,Expense,5d46f50d-2556-42f9-a13d-4a4fe0352261
02-02-2021,Net Banking,Rent,rent paid to houseowner,21759.76,Expense,17b9a80c-0af1-4645-bfe7-b79df748754e
02-02-2021,UPI,Communication,netflix subscription,1109.99,Expense,e5b91dbe-44de-4cf7-973f-d3e1a0abea63
03-02-2021,UPI,Domestic Help,maid fees,5253.66,Expense,faaf9b7b-7680-4d69-b3a6-3c0d65417229
03-02-2021,UPI,Miscellaneous,car towing charges,244.57,Expense,e5acf820-9b6c-4a18-b069-9e6866905158
03-02-2021,Credit Card,Education,exam fees,1817.32,Expense,09bd7ef0-b666-4db8-98d3-0a65086b555c
03-02-2021,Cash,Transportation,shuttle service,1410.26,Expense,c1dd9127-14e3-4a99-964f-2a3ea500b825
03-02-2021,Net Banking,Rent,monthly rent for hostel,17307.14,Expense,8d8136fa-802e-4dd9-9f8b-ab655724225b
03-02-2021,Credit Card,Utilities,wall clock,1533.56,Expense,8660d0bb-0e03-4db4-b0fa-d3b3c74745a9
04-02-2021,Net Banking,Rent,rent paid for apartment,13589.71,Expense,c086ff25-4c8a-47cc-af37-efc713784e90
04-02-2021,Credit Card,Transportation,puncture repair,852.51,Expense,53f171fa-d13d-46fa-9e54-9b1a5eff0d11
04-02-2021,UPI,Utilities,drill machine,1521.14,Expense,1b4aa49a-317a-43cd-a2c7-7e1053114512
04-02-2021,UPI,Communication,set-top box install,1617.18,Expense,df34c88d-b074-42bd-84db-75813689226f
04-02-2021,UPI,Domestic Help,gardener fee,2779.29,Expense,9fe43bd2-d53c-45f8-b965-5f06424e4830
04-02-2021,UPI,Care Essentials,facial pack,157.8,Expense,e74ba939-10c1-4744-9b29-872312cf5e49
04-02-2021,Net Banking,Financial Dues,sip investment,3228.02,Expense,97d43f36-22f1-4480-8c8d-a7a8b574d8ec
05-02-2021,Debit Card,Education,edu trip fees,5265.17,Expense,b3605f04-836f-4261-8e8a-1cfdf529128a
05-02-2021,Net Banking,Financial Dues,mutual fund,13231.79,Expense,959c5444-d0b6-432c-8ede-c786a7843791
05-02-2021,UPI,Domestic Help,car cleaner fee,3351.41,Expense,d303392c-c17f-48db-b910-1ef48c2bbbb0
05-02-2021,Credit Card,Communication,internet bill,574.31,Expense,04523aee-94c6-4482-99d6-9293ea65da70
05-02-2021,Net Banking,Rent,security deposit for flat,26842.72,Expense,f358f68c-6606-4430-a580-06dcc7f2d46f
05-02-2021,UPI,Transportation,rapido bike ride,2395.31,Expense,609dde87-b2e7-4901-9d6f-fdb04e40db88
05-02-2021,UPI,Healthcare,cghs medicines,576.9,Expense,13400905-3e2a-474e-a8f3-16b515c28d2a
05-02-2021,Debit Card,Utilities,paint supplies,686.16,Expense,ba28a52c-1b5b-4198-b0bb-727c3256408f
06-02-2021,Net Banking,Rent,security deposit for flat,13173.28,Expense,9bc2cf14-17c9-42e0-ae99-7ea6d97fc85d
06-02-2021,Cash,Healthcare,first aid kit,1582.59,Expense,f8bafcb9-9668-48b3-9e05-d2ab753c921e
06-02-2021,Debit Card,Utilities,appliances,1134.59,Expense,4b933ccf-4ee0-4b85-b77c-a59cb6f0fbe2
06-02-2021,UPI,Communication,internet bill,861.55,Expense,4a4472db-5364-4a34-9a0e-2758445e92bd
06-02-2021,Credit Card,Education,notebooks,4369.81,Expense,c3b0570d-fdcd-427e-b85c-47acdcf18010
06-02-2021,UPI,Domestic Help,car cleaner fee,2976.64,Expense,3ec14053-2304-43ca-80d9-5c329bcba57c
