Date,Mode,Category,Remark,Amount,Income_Expense,Transaction_id
09-04-2021,Credit Card,Communication,mobile recharge,901,Expense,TXN1164
09-04-2021,Debit Card,Utilities,electricity bill,717,Expense,TXN1165
09-04-2021,Debit Card,Enrichment,art classes,898,Expense,TXN1166
09-04-2021,UPI,Groceries,spices,101,Expense,TXN1167
09-04-2021,Credit Card,Financial Dues,mutual fund SIP,6367,Expense,TXN1168
10-04-2021,Cash,Groceries,dal,98,Expense,TXN1169
10-04-2021,Debit Card,Groceries,festival snacks,603,Expense,TXN1170
10-04-2021,UPI,Communication,cable tv bill,216,Expense,TXN1171
11-04-2021,Credit Card,Utilities,sewer charges,732,Expense,TXN1172
11-04-2021,Credit Card,Groceries,non-veg items,687,Expense,TXN1173
11-04-2021,Credit Card,Healthcare,thermometer,913,Expense,TXN1174
13-04-2021,Debit Card,Financial Dues,car loan EMI,4305,Expense,TXN1175
13-04-2021,Cash,Rewards,cashback,70,Income,TXN1176
13-04-2021,Mobile Wallet,Miscellaneous,contest winning,491,Income,TXN1177
14-04-2021,Credit Card,Utilities,waste collection,531,Expense,TXN1178
14-04-2021,UPI,Groceries,yogurt,188,Expense,TXN1179
14-04-2021,Credit Card,Healthcare,dentist,809,Expense,TXN1180
15-04-2021,Credit Card,Interest,bond interest,6178,Income,TXN1181
16-04-2021,Mobile Wallet,Groceries,cornflakes,62,Expense,TXN1182
16-04-2021,Credit Card,Groceries,dry fruits,621,Expense,TXN1183
17-04-2021,Debit Card,Enrichment,subscription fees,952,Expense,TXN1184
17-04-2021,Credit Card,Enrichment,art supplies,891,Expense,TXN1185
17-04-2021,UPI,Groceries,snacks,114,Expense,TXN1186
18-04-2021,Cash,Care Essentials,spa,387,Expense,TXN1187
19-04-2021,Debit Card,Groceries,amazon fresh order,4132,Expense,TXN1188
19-04-2021,Cash,Groceries,spices,63,Expense,TXN1189
19-04-2021,Debit Card,Domestic Help,pest control,823,Expense,TXN1190
19-04-2021,Mobile Wallet,Groceries,non-veg items,269,Expense,TXN1191
20-04-2021,Cash,Miscellaneous,birthday expense,443,Expense,TXN1192
20-04-2021,Cash,Groceries,spices,168,Expense,TXN1193
20-04-2021,Cash,Rewards,cashback,101,Income,TXN1194
21-04-2021,UPI,Miscellaneous,expense reimbursement,320,Income,TXN1195
21-04-2021,Credit Card,Discretionary,party expenses,929,Expense,TXN1196
22-04-2021,Mobile Wallet,Groceries,ghee,248,Expense,TXN1197
24-04-2021,Cash,Miscellaneous,document fees,294,Expense,TXN1198
24-04-2021,UPI,Groceries,popcorn,107,Expense,TXN1199
24-04-2021,Credit Card,Financial Dues,PPF deposit,6842,Expense,TXN1200
25-04-2021,Mobile Wallet,Groceries,curd,159,Expense,TXN1201
25-04-2021,Debit Card,Groceries,festival snacks,565,Expense,TXN1202
25-04-2021,Mobile Wallet,Rewards,wallet cashback,186,Income,TXN1203
26-04-2021,Credit Card,Groceries,festival snacks,642,Expense,TXN1204
27-04-2021,Debit Card,Financial Dues,gold loan EMI,8442,Expense,TXN1205
27-04-2021,UPI,Groceries,dal,300,Expense,TXN1206
27-04-2021,Debit Card,Discretionary,vacation,922,Expense,TXN1207
28-04-2021,UPI,Miscellaneous,expense reimbursement,110,Income,TXN1208
28-04-2021,Credit Card,Interest,certificate deposit,5710,Income,TXN1209
28-04-2021,Credit Card,Domestic Help,laundry service,725,Expense,TXN1210
29-04-2021,Credit Card,Education,uniform,6424,Expense,TXN1211
30-04-2021,Credit Card,Education,uniform,7378,Expense,TXN1212
30-04-2021,Cash,Care Essentials,makeup items,201,Expense,TXN1213
01-05-2021,Net Banking,Salary,commission,50257,Income,TXN1214
01-05-2021,Cheque,Rent,HRA deducted from salary,14396,Expense,TXN1215
01-05-2021,Credit Card,Education,school supplies,4738,Expense,TXN1216
01-05-2021,Cash,Care Essentials,pet food,103,Expense,TXN1217
01-05-2021,Mobile Wallet,Groceries,oats,128,Expense,TXN1218
01-05-2021,UPI,Groceries,sugar,60,Expense,TXN1219
02-05-2021,Mobile Wallet,Miscellaneous,expense reimbursement,113,Income,TXN1220
02-05-2021,Cash,Rewards,discount voucher,125,Income,TXN1221
02-05-2021,Credit Card,Interest,interest on loan,8104,Income,TXN1222
03-05-2021,UPI,Transportation,car repair,420,Expense,TXN1223
03-05-2021,Automatic Payment,Pension,gratuity amount,23114,Income,TXN1224
04-05-2021,Mobile Wallet,Groceries,ice cream,249,Expense,TXN1225
04-05-2021,Debit Card,Financial Dues,credit card bill,4782,Expense,TXN1226
04-05-2021,Debit Card,Financial Dues,late payment fees,6605,Expense,TXN1227
04-05-2021,Credit Card,Rent,rent received with maintenance charges included,5762,Income,TXN1228
05-05-2021,Cash,Miscellaneous,festive expense,292,Expense,TXN1229
05-05-2021,Mobile Wallet,Groceries,milk,82,Expense,TXN1230
05-05-2021,Mobile Wallet,Groceries,non-veg items,240,Expense,TXN1231
05-05-2021,Credit Card,Education,stationery,4863,Expense,TXN1232
05-05-2021,Credit Card,Utilities,sewer charges,641,Expense,TXN1233
05-05-2021,Debit Card,Utilities,electricity bill,764,Expense,TXN1234
06-05-2021,UPI,Communication,DTH recharge,304,Expense,TXN1235
07-05-2021,Credit Card,Utilities,water bill,574,Expense,TXN1236
07-05-2021,UPI,Miscellaneous,expense reimbursement,50,Income,TXN1237
07-05-2021,Credit Card,Utilities,gas bill,599,Expense,TXN1238
08-05-2021,Credit Card,Enrichment,sports coaching,848,Expense,TXN1239
08-05-2021,Credit Card,Education,tuition fees,859,Expense,TXN1240
08-05-2021,Credit Card,Utilities,waste collection,796,Expense,TXN1241
09-05-2021,Cash,Groceries,buttermilk,109,Expense,TXN1242
09-05-2021,Debit Card,Education,online course,9236,Expense,TXN1243
10-05-2021,Mobile Wallet,Care Essentials,sunscreen,253,Expense,TXN1244
10-05-2021,Cash,Groceries,biscuits,237,Expense,TXN1245
10-05-2021,Debit Card,Financial Dues,bank charges,6796,Expense,TXN1246
11-05-2021,Debit Card,Communication,cable tv bill,996,Expense,TXN1247
11-05-2021,Credit Card,Healthcare,first aid,523,Expense,TXN1248
12-05-2021,Mobile Wallet,Groceries,bread,174,Expense,TXN1249
12-05-2021,Debit Card,Stocks,share market gain,1606,Income,TXN1250
12-05-2021,Cash,Rewards,discount voucher,164,Income,TXN1251
12-05-2021,Debit Card,Domestic Help,house painting,518,Expense,TXN1252
13-05-2021,Debit Card,Financial Dues,retirement fund,8055,Expense,TXN1253
13-05-2021,Debit Card,Healthcare,dentist,676,Expense,TXN1254
13-05-2021,Mobile Wallet,Groceries,dry fruits,218,Expense,TXN1255
13-05-2021,Debit Card,Communication,landline bill,898,Expense,TXN1256
13-05-2021,Mobile Wallet,Communication,internet bill,243,Expense,TXN1257
14-05-2021,Mobile Wallet,Communication,mobile recharge,340,Expense,TXN1258
14-05-2021,Cash,Miscellaneous,courier charges,353,Expense,TXN1259
15-05-2021,UPI,Groceries,masala powders,267,Expense,TXN1260
16-05-2021,Cash,Miscellaneous,referral bonus,451,Income,TXN1261
16-05-2021,Debit Card,Enrichment,sports equipment,851,Expense,TXN1262
16-05-2021,Debit Card,Healthcare,first aid,883,Expense,TXN1263
17-05-2021,Mobile Wallet,Care Essentials,toothpaste,476,Expense,TXN1264
17-05-2021,Credit Card,Groceries,bigbasket order,3473,Expense,TXN1265
17-05-2021,Cash,Groceries,fruits,145,Expense,TXN1266
17-05-2021,Mobile Wallet,Miscellaneous,courier charges,325,Expense,TXN1267
18-05-2021,Mobile Wallet,Groceries,oats,128,Expense,TXN1268
20-05-2021,Mobile Wallet,Groceries,dry fruits,489,Expense,TXN1269
20-05-2021,UPI,Groceries,coffee,171,Expense,TXN1270
21-05-2021,Debit Card,Enrichment,hobby supplies,856,Expense,TXN1271
22-05-2021,Debit Card,Groceries,dry fruits,744,Expense,TXN1272
22-05-2021,Credit Card,Education,school supplies,7390,Expense,TXN1273
22-05-2021,Cash,Rewards,cashback,156,Income,TXN1274
22-05-2021,Debit Card,Stocks,stock profit,1365,Income,TXN1275
22-05-2021,Mobile Wallet,Care Essentials,shaving kit,138,Expense,TXN1276
23-05-2021,Credit Card,Financial Dues,insurance premium,5871,Expense,TXN1277
24-05-2021,UPI,Discretionary,furniture,400,Expense,TXN1278
25-05-2021,UPI,Groceries,veggies,265,Expense,TXN1279
25-05-2021,Credit Card,Domestic Help,gardener,699,Expense,TXN1280
27-05-2021,UPI,Groceries,jam,132,Expense,TXN1281
28-05-2021,Debit Card,Interest,recurring deposit,5828,Income,TXN1282
28-05-2021,Cash,Groceries,buttermilk,65,Expense,TXN1283
30-05-2021,Mobile Wallet,Domestic Help,carpenter,193,Expense,TXN1284
31-05-2021,Credit Card,Discretionary,hotel booking,699,Expense,TXN1285
31-05-2021,Cash,Care Essentials,spa,418,Expense,TXN1286
01-06-2021,Automatic Payment,Rent,monthly rent for PG,11788,Expense,TXN1287
01-06-2021,Cash,Groceries,honey,224,Expense,TXN1288
01-06-2021,Credit Card,Education,stationery,7193,Expense,TXN1289
01-06-2021,Credit Card,Enrichment,hobby supplies,918,Expense,TXN1290
02-06-2021,Debit Card,Rent,rent received from tenant,7308,Income,TXN1291
03-06-2021,UPI,Groceries,chocolate,63,Expense,TXN1292
03-06-2021,UPI,Groceries,snacks,97,Expense,TXN1293
03-06-2021,Mobile Wallet,Miscellaneous,survey incentive,158,Income,TXN1294
03-06-2021,Cash,Miscellaneous,referral bonus,347,Income,TXN1295
04-06-2021,Debit Card,Domestic Help,home repair,1013,Expense,TXN1296
04-06-2021,Mobile Wallet,Groceries,dry fruits,375,Expense,TXN1297
05-06-2021,Debit Card,Financial Dues,PPF deposit,8799,Expense,TXN1298
05-06-2021,Credit Card,Utilities,sewer charges,518,Expense,TXN1299
05-06-2021,Debit Card,Utilities,electricity bill,536,Expense,TXN1300
06-06-2021,Cash,Groceries,non-veg items,330,Expense,TXN1301
06-06-2021,Debit Card,Utilities,water bill,537,Expense,TXN1302
06-06-2021,Credit Card,Healthcare,thermometer,948,Expense,TXN1303
07-06-2021,Mobile Wallet,Groceries,amul butter,110,Expense,TXN1304
07-06-2021,Other,Salary,salary advance,51348,Income,TXN1305
07-06-2021,Credit Card,Healthcare,blood test,594,Expense,TXN1306
07-06-2021,Credit Card,Enrichment,karate lessons,805,Expense,TXN1307
07-06-2021,Cheque,Pension,gratuity amount,20256,Income,TXN1308
08-06-2021,Cash,Discretionary,food delivery,264,Expense,TXN1309
08-06-2021,Credit Card,Education,coaching fees,7273,Expense,TXN1310
08-06-2021,Debit Card,Domestic Help,carpenter,544,Expense,TXN1311
08-06-2021,Credit Card,Communication,internet bill,645,Expense,TXN1312
09-06-2021,Credit Card,Communication,cable tv bill,701,Expense,TXN1313
09-06-2021,Cash,Groceries,festival snacks,252,Expense,TXN1314
09-06-2021,Debit Card,Domestic Help,car cleaner,1383,Expense,TXN1315
09-06-2021,Mobile Wallet,Groceries,atta,268,Expense,TXN1316
10-06-2021,Credit Card,Interest,post office interest,8472,Income,TXN1317
10-06-2021,UPI,Miscellaneous,festive expense,98,Expense,TXN1318
11-06-2021,UPI,Groceries,veggies,103,Expense,TXN1319
12-06-2021,Mobile Wallet,Groceries,dry fruits,388,Expense,TXN1320
12-06-2021,Debit Card,Communication,mobile recharge,540,Expense,TXN1321
12-06-2021,UPI,Rewards,app cashback,63,Income,TXN1322
12-06-2021,Cash,Communication,DTH recharge,440,Expense,TXN1323
13-06-2021,Debit Card,Financial Dues,mutual fund SIP,6690,Expense,TXN1324
13-06-2021,Mobile Wallet,Transportation,CNG refill,188,Expense,TXN1325
13-06-2021,Cash,Healthcare,protein powder,458,Expense,TXN1326
14-06-2021,Mobile Wallet,Miscellaneous,birthday expense,351,Expense,TXN1327
14-06-2021,Credit Card,Financial Dues,tax payment,6444,Expense,TXN1328
14-06-2021,Mobile Wallet,Groceries,sugar,74,Expense,TXN1329
15-06-2021,Debit Card,Utilities,waste collection,622,Expense,TXN1330
15-06-2021,Debit Card,Utilities,gas bill,753,Expense,TXN1331
15-06-2021,Debit Card,Communication,landline bill,807,Expense,TXN1332
15-06-2021,Debit Card,Stocks,mutual fund profit,576,Income,TXN1333
15-06-2021,Credit Card,Groceries,festival snacks,755,Expense,TXN1334
15-06-2021,Cash,Care Essentials,spa,413,Expense,TXN1335
16-06-2021,Mobile Wallet,Groceries,snacks,100,Expense,TXN1336
17-06-2021,Credit Card,Education,books,7385,Expense,TXN1337
17-06-2021,Mobile Wallet,Care Essentials,beauty products,428,Expense,TXN1338
18-06-2021,Cash,Discretionary,clothing,469,Expense,TXN1339
18-06-2021,Cash,Groceries,coffee,73,Expense,TXN1340
19-06-2021,Cash,Rewards,referral bonus,78,Income,TXN1341
19-06-2021,Cash,Care Essentials,pet food,145,Expense,TXN1342
20-06-2021,UPI,Miscellaneous,referral bonus,115,Income,TXN1343
20-06-2021,Cash,Groceries,ghee,184,Expense,TXN1344
22-06-2021,Mobile Wallet,Groceries,popcorn,201,Expense,TXN1345
22-06-2021,Debit Card,Education,project materials,6570,Expense,TXN1346
22-06-2021,UPI,Care Essentials,makeup items,217,Expense,TXN1347
22-06-2021,Cash,Care Essentials,shaving kit,423,Expense,TXN1348
23-06-2021,Debit Card,Financial Dues,gold loan EMI,4492,Expense,TXN1349
23-06-2021,Debit Card,Groceries,festival snacks,549,Expense,TXN1350
24-06-2021,Credit Card,Financial Dues,late payment fees,5746,Expense,TXN1351
24-06-2021,Mobile Wallet,Groceries,eggs,98,Expense,TXN1352
24-06-2021,Credit Card,Stocks,securities profit,1619,Income,TXN1353
24-06-2021,Credit Card,Groceries,flour mill,5182,Expense,TXN1354
24-06-2021,Debit Card,Enrichment,art supplies,937,Expense,TXN1355
25-06-2021,UPI,Miscellaneous,courier charges,493,Expense,TXN1356
26-06-2021,Debit Card,Education,books,7759,Expense,TXN1357
26-06-2021,UPI,Rewards,app cashback,51,Income,TXN1358
26-06-2021,UPI,Groceries,amul butter,266,Expense,TXN1359
27-06-2021,UPI,Groceries,fruits,182,Expense,TXN1360
27-06-2021,Credit Card,Groceries,festival snacks,740,Expense,TXN1361
28-06-2021,Credit Card,Interest,dividend income,7040,Income,TXN1362
02-07-2021,Debit Card,Groceries,dry fruits,737,Expense,TXN1363
02-07-2021,UPI,Rewards,survey reward,61,Income,TXN1364
03-07-2021,UPI,Care Essentials,face wash,227,Expense,TXN1365
03-07-2021,Cheque,Rent,rent paid for apartment,15901,Expense,TXN1366
04-07-2021,Cash,Groceries,non-veg items,355,Expense,TXN1367
04-07-2021,Credit Card,Financial Dues,bank charges,4397,Expense,TXN1368
04-07-2021,UPI,Miscellaneous,legal fees,412,Expense,TXN1369
04-07-2021,Debit Card,Rent,advance rent received,6624,Income,TXN1370
04-07-2021,Bank Transfer,Salary,salary advance,53606,Income,TXN1371
04-07-2021,Mobile Wallet,Groceries,dal,90,Expense,TXN1372
05-07-2021,Credit Card,Enrichment,karate lessons,870,Expense,TXN1373
05-07-2021,Credit Card,Healthcare,first aid,878,Expense,TXN1374
05-07-2021,Debit Card,Utilities,gas bill,721,Expense,TXN1375
06-07-2021,Bank Transfer,Pension,government pension,21587,Income,TXN1376
06-07-2021,Mobile Wallet,Groceries,popcorn,69,Expense,TXN1377
06-07-2021,UPI,Groceries,biscuits,269,Expense,TXN1378
07-07-2021,Debit Card,Communication,landline bill,572,Expense,TXN1379
07-07-2021,Credit Card,Education,stationery,4279,Expense,TXN1380
07-07-2021,Credit Card,Education,coaching fees,4476,Expense,TXN1381
07-07-2021,UPI,Miscellaneous,anniversary expense,411,Expense,TXN1382
08-07-2021,Debit Card,Groceries,dry fruits,589,Expense,TXN1383
09-07-2021,Cash,Groceries,chocolate,190,Expense,TXN1384
09-07-2021,Cash,Groceries,atta,241,Expense,TXN1385
09-07-2021,Debit Card,Utilities,electricity bill,686,Expense,TXN1386
09-07-2021,Credit Card,Utilities,sewer charges,616,Expense,TXN1387
11-07-2021,UPI,Groceries,eggs,258,Expense,TXN1388
11-07-2021,Credit Card,Communication,mobile recharge,795,Expense,TXN1389
11-07-2021,Debit Card,Utilities,water bill,783,Expense,TXN1390
11-07-2021,Credit Card,Groceries,festival snacks,691,Expense,TXN1391
12-07-2021,Credit Card,Financial Dues,investment deposit,3622,Expense,TXN1392
12-07-2021,Credit Card,Communication,DTH recharge,770,Expense,TXN1393
13-07-2021,Cash,Communication,internet bill,381,Expense,TXN1394
13-07-2021,Credit Card,Financial Dues,investment deposit,6868,Expense,TXN1395
13-07-2021,Mobile Wallet,Miscellaneous,rebate amount,137,Income,TXN1396
13-07-2021,UPI,Healthcare,doctor visit,367,Expense,TXN1397
13-07-2021,Debit Card,Education,online course,2131,Expense,TXN1398
13-07-2021,Credit Card,Domestic Help,laundry service,1033,Expense,TXN1399
13-07-2021,Debit Card,Education,school supplies,9622,Expense,TXN1400
13-07-2021,Credit Card,Domestic Help,car cleaner,1248,Expense,TXN1401
13-07-2021,Mobile Wallet,Groceries,veggies,232,Expense,TXN1402
14-07-2021,Debit Card,Interest,interest on loan,6520,Income,TXN1403
15-07-2021,UPI,Miscellaneous,contest winning,165,Income,TXN1404
15-07-2021,Debit Card,Stocks,share market gain,1916,Income,TXN1405
15-07-2021,Credit Card,Groceries,flour mill,3720,Expense,TXN1406
15-07-2021,Debit Card,Utilities,waste collection,771,Expense,TXN1407
15-07-2021,UPI,Communication,cable tv bill,305,Expense,TXN1408
15-07-2021,Debit Card,Healthcare,BP monitor,734,Expense,TXN1409
16-07-2021,Credit Card,Groceries,dry fruits,556,Expense,TXN1410
19-07-2021,Cash,Groceries,fruits,234,Expense,TXN1411
19-07-2021,Credit Card,Stocks,dividend income,737,Income,TXN1412
20-07-2021,UPI,Groceries,popcorn,95,Expense,TXN1413
20-07-2021,Credit Card,Domestic Help,watchman tip,897,Expense,TXN1414
20-07-2021,Cash,Groceries,buns,116,Expense,TXN1415
21-07-2021,Debit Card,Education,project materials,3077,Expense,TXN1416
21-07-2021,Mobile Wallet,Care Essentials,hair oil,376,Expense,TXN1417
21-07-2021,Mobile Wallet,Miscellaneous,membership fees,449,Expense,TXN1418
21-07-2021,Credit Card,Enrichment,hobby supplies,823,Expense,TXN1419
22-07-2021,Cash,Rewards,reward redemption,93,Income,TXN1420
22-07-2021,Cash,Groceries,salt,203,Expense,TXN1421
23-07-2021,Mobile Wallet,Miscellaneous,contest winning,332,Income,TXN1422
24-07-2021,Debit Card,Discretionary,hotel booking,911,Expense,TXN1423
24-07-2021,Credit Card,Interest,FD interest,6399,Income,TXN1424
25-07-2021,Mobile Wallet,Groceries,tea,277,Expense,TXN1425
25-07-2021,Cash,Groceries,yogurt,120,Expense,TXN1426
25-07-2021,UPI,Care Essentials,sunscreen,101,Expense,TXN1427
25-07-2021,Cash,Care Essentials,salon visit,403,Expense,TXN1428
26-07-2021,Debit Card,Financial Dues,tax payment,4485,Expense,TXN1429
26-07-2021,Debit Card,Groceries,festival snacks,720,Expense,TXN1430
27-07-2021,Debit Card,Transportation,tyre change,752,Expense,TXN1431
27-07-2021,Debit Card,Enrichment,art supplies,959,Expense,TXN1432
27-07-2021,Credit Card,Discretionary,shopping,1000,Expense,TXN1433
30-07-2021,Debit Card,Financial Dues,home loan EMI,7820,Expense,TXN1434
31-07-2021,UPI,Rewards,credit card reward,94,Income,TXN1435
31-07-2021,Cash,Care Essentials,contact lens solution,468,Expense,TXN1436
01-08-2021,Cash,Miscellaneous,legal fees,120,Expense,TXN1437
01-08-2021,Mobile Wallet,Groceries,veggies,267,Expense,TXN1438
01-08-2021,Debit Card,Education,library fees,1690,Expense,TXN1439
02-08-2021,Credit Card,Rent,rent received in cash,6244,Income,TXN1440
02-08-2021,Debit Card,Enrichment,hobby supplies,863,Expense,TXN1441
02-08-2021,Cash,Miscellaneous,membership fees,300,Expense,TXN1442
02-08-2021,Debit Card,Healthcare,doctor visit,980,Expense,TXN1443
02-08-2021,UPI,Care Essentials,contact lens solution,211,Expense,TXN1444
02-08-2021,Debit Card,Groceries,dry fruits,774,Expense,TXN1445
03-08-2021,Automatic Payment,Rent,maintenance charges,12060,Expense,TXN1446
03-08-2021,Credit Card,Interest,savings interest,5101,Income,TXN1447
03-08-2021,Bank Transfer,Salary,monthly salary,50617,Income,TXN1448
03-08-2021,Debit Card,Transportation,toll tax,881,Expense,TXN1449
03-08-2021,Credit Card,Education,school fees,6820,Expense,TXN1450
04-08-2021,Credit Card,Stocks,equity sale,1374,Income,TXN1451
05-08-2021,Credit Card,Communication,cable tv bill,635,Expense,TXN1452
05-08-2021,Credit Card,Healthcare,thermometer,539,Expense,TXN1453
05-08-2021,Cash,Communication,DTH recharge,278,Expense,TXN1454
05-08-2021,Cash,Groceries,dry fruits,355,Expense,TXN1455
05-08-2021,Credit Card,Education,online course,1122,Expense,TXN1456
06-08-2021,UPI,Groceries,ghee,221,Expense,TXN1457
06-08-2021,Mobile Wallet,Groceries,chutney,69,Expense,TXN1458
06-08-2021,Debit Card,Enrichment,yoga classes,889,Expense,TXN1459
06-08-2021,Credit Card,Financial Dues,investment deposit,4273,Expense,TXN1460
07-08-2021,UPI,Miscellaneous,membership fees,258,Expense,TXN1461
07-08-2021,Cash,Care Essentials,shampoo,249,Expense,TXN1462
07-08-2021,Credit Card,Communication,landline bill,967,Expense,TXN1463
07-08-2021,UPI,Groceries,jam,57,Expense,TXN1464
07-08-2021,Credit Card,Financial Dues,personal loan EMI,7641,Expense,TXN1465
07-08-2021,Debit Card,Discretionary,gadgets,708,Expense,TXN1466
07-08-2021,Net Banking,Pension,gratuity amount,20497,Income,TXN1467
08-08-2021,UPI,Miscellaneous,deposit return,472,Income,TXN1468
08-08-2021,Debit Card,Utilities,water bill,632,Expense,TXN1469
08-08-2021,Mobile Wallet,Groceries,dry fruits,361,Expense,TXN1470
08-08-2021,Credit Card,Discretionary,home decor,699,Expense,TXN1471
08-08-2021,Debit Card,Communication,internet bill,671,Expense,TXN1472
10-08-2021,Credit Card,Communication,mobile recharge,655,Expense,TXN1473
11-08-2021,Credit Card,Interest,FD interest,8711,Income,TXN1474
12-08-2021,Credit Card,Domestic Help,driver salary,833,Expense,TXN1475
12-08-2021,Debit Card,Utilities,sewer charges,577,Expense,TXN1476
12-08-2021,Credit Card,Utilities,waste collection,633,Expense,TXN1477
13-08-2021,UPI,Rewards,credit card reward,141,Income,TXN1478
14-08-2021,Debit Card,Utilities,gas bill,579,Expense,TXN1479
14-08-2021,Cash,Groceries,chips,299,Expense,TXN1480
14-08-2021,Mobile Wallet,Groceries,fruits,142,Expense,TXN1481
14-08-2021,Mobile Wallet,Groceries,amul butter,196,Expense,TXN1482
15-08-2021,UPI,Groceries,dry fruits,495,Expense,TXN1483
15-08-2021,Mobile Wallet,Rewards,discount voucher,167,Income,TXN1484
15-08-2021,Debit Card,Utilities,electricity bill,751,Expense,TXN1485
17-08-2021,Debit Card,Domestic Help,carpenter,989,Expense,TXN1486
17-08-2021,Debit Card,Gifts,cash gift,728,Income,TXN1487
18-08-2021,Mobile Wallet,Groceries,tea,148,Expense,TXN1488
18-08-2021,Cash,Miscellaneous,survey incentive,236,Income,TXN1489
18-08-2021,Mobile Wallet,Groceries,coffee,74,Expense,TXN1490
18-08-2021,Cash,Groceries,fruits,96,Expense,TXN1491
19-08-2021,Debit Card,Stocks,equity sale,1244,Income,TXN1492
20-08-2021,Credit Card,Groceries,amazon fresh order,1268,Expense,TXN1493
20-08-2021,Debit Card,Financial Dues,personal loan EMI,3018,Expense,TXN1494
21-08-2021,Debit Card,Groceries,dry fruits,518,Expense,TXN1495
21-08-2021,Credit Card,Education,school supplies,9784,Expense,TXN1496
21-08-2021,UPI,Groceries,biscuits,212,Expense,TXN1497
22-08-2021,UPI,Groceries,biscuits,122,Expense,TXN1498
24-08-2021,UPI,Groceries,dry fruits,343,Expense,TXN1499
24-08-2021,Credit Card,Enrichment,art supplies,822,Expense,TXN1500
25-08-2021,UPI,Care Essentials,hair oil,260,Expense,TXN1501
25-08-2021,UPI,Care Essentials,haircut,256,Expense,TXN1502
25-08-2021,Mobile Wallet,Care Essentials,shaving kit,116,Expense,TXN1503
25-08-2021,Credit Card,Financial Dues,bank charges,4161,Expense,TXN1504
26-08-2021,UPI,Groceries,pickles,186,Expense,TXN1505
26-08-2021,Mobile Wallet,Miscellaneous,tax refund,119,Income,TXN1506
27-08-2021,Debit Card,Healthcare,eye checkup,785,Expense,TXN1507
27-08-2021,UPI,Groceries,pickles,200,Expense,TXN1508
28-08-2021,Debit Card,Domestic Help,dry cleaning,725,Expense,TXN1509
29-08-2021,Credit Card,Education,stationery,7784,Expense,TXN1510
30-08-2021,Mobile Wallet,Rewards,app cashback,164,Income,TXN1511
31-08-2021,Credit Card,Financial Dues,car loan EMI,7651,Expense,TXN1512
01-09-2021,Credit Card,Rent,rent received from tenant,5304,Income,TXN1513
01-09-2021,Cash,Groceries,curd,131,Expense,TXN1514
01-09-2021,Mobile Wallet,Groceries,buttermilk,269,Expense,TXN1515
02-09-2021,Credit Card,Healthcare,sanitary pads,605,Expense,TXN1516
02-09-2021,Credit Card,Financial Dues,insurance premium,4158,Expense,TXN1517
02-09-2021,Credit Card,Education,workshop fees,8290,Expense,TXN1518
02-09-2021,UPI,Miscellaneous,security refund,375,Income,TXN1519
03-09-2021,Debit Card,Education,tuition fees,2279,Expense,TXN1520
04-09-2021,Debit Card,Education,books,1357,Expense,TXN1521
04-09-2021,Debit Card,Enrichment,sports coaching,936,Expense,TXN1522
04-09-2021,Other,Rent,rent paid to houseowner,15689,Expense,TXN1523
04-09-2021,UPI,Groceries,jam,104,Expense,TXN1524
04-09-2021,Bank Transfer,Pension,superannuation,22026,Income,TXN1525
05-09-2021,Credit Card,Interest,savings interest,7343,Income,TXN1526
05-09-2021,Automatic Payment,Salary,commission,52150,Income,TXN1527
05-09-2021,UPI,Groceries,chips,281,Expense,TXN1528
05-09-2021,Debit Card,Groceries,festival snacks,616,Expense,TXN1529
06-09-2021,Debit Card,Domestic Help,carpenter,615,Expense,TXN1530
06-09-2021,Debit Card,Utilities,water bill,608,Expense,TXN1531
07-09-2021,Debit Card,Financial Dues,retirement fund,5047,Expense,TXN1532
07-09-2021,Credit Card,Utilities,sewer charges,552,Expense,TXN1533
07-09-2021,Debit Card,Domestic Help,dry cleaning,1159,Expense,TXN1534
07-09-2021,Credit Card,Financial Dues,home loan EMI,5465,Expense,TXN1535
08-09-2021,Mobile Wallet,Care Essentials,moisturizer,295,Expense,TXN1536
08-09-2021,Cash,Miscellaneous,fine payment,233,Expense,TXN1537
08-09-2021,Cash,Care Essentials,shampoo,494,Expense,TXN1538
08-09-2021,Cash,Communication,cable tv bill,286,Expense,TXN1539
08-09-2021,Mobile Wallet,Communication,landline bill,451,Expense,TXN1540
08-09-2021,Debit Card,Communication,mobile recharge,941,Expense,TXN1541
08-09-2021,Mobile Wallet,Rewards,app cashback,182,Income,TXN1542
08-09-2021,Debit Card,Utilities,electricity bill,662,Expense,TXN1543
08-09-2021,Mobile Wallet,Groceries,amul butter,65,Expense,TXN1544
09-09-2021,Cash,Groceries,yogurt,126,Expense,TXN1545
09-09-2021,Debit Card,Interest,treasury yield,9736,Income,TXN1546
10-09-2021,Mobile Wallet,Discretionary,accessories,376,Expense,TXN1547
11-09-2021,Credit Card,Utilities,gas bill,514,Expense,TXN1548
11-09-2021,UPI,Miscellaneous,rebate amount,86,Income,TXN1549
12-09-2021,UPI,Healthcare,eye checkup,170,Expense,TXN1550
12-09-2021,Mobile Wallet,Miscellaneous,insurance claim,235,Income,TXN1551
12-09-2021,Credit Card,Communication,DTH recharge,578,Expense,TXN1552
12-09-2021,Mobile Wallet,Groceries,popcorn,125,Expense,TXN1553
12-09-2021,UPI,Groceries,festival snacks,296,Expense,TXN1554
