Date,Mode,Category,Remark,Amount,Income_Expense,Transaction_id
17-02-2021,Credit Card,Healthcare,BP monitor,672,Expense,TXN1037
17-02-2021,Credit Card,Discretionary,gadgets,530,Expense,TXN1038
17-02-2021,UPI,Groceries,spices,143,Expense,TXN1039
18-02-2021,Debit Card,Groceries,toiletries,2473,Expense,TXN1040
19-02-2021,Cash,Transportation,tyre change,415,Expense,TXN1041
19-02-2021,Credit Card,Domestic Help,watchman tip,1091,Expense,TXN1042
19-02-2021,Cash,Miscellaneous,rebate amount,270,Income,TXN1043
20-02-2021,UPI,Healthcare,bandages,260,Expense,TXN1044
20-02-2021,UPI,Groceries,eggs,62,Expense,TXN1045
21-02-2021,Mobile Wallet,Groceries,chocolate,265,Expense,TXN1046
21-02-2021,Cash,Miscellaneous,rebate amount,191,Income,TXN1047
21-02-2021,UPI,Groceries,dal,126,Expense,TXN1048
22-02-2021,Cash,Care Essentials,pet grooming,303,Expense,TXN1049
22-02-2021,UPI,Care Essentials,baby care items,355,Expense,TXN1050
22-02-2021,Debit Card,Enrichment,musical instrument,944,Expense,TXN1051
22-02-2021,UPI,Healthcare,medicines,318,Expense,TXN1052
22-02-2021,Credit Card,Financial Dues,mutual fund SIP,7235,Expense,TXN1053
23-02-2021,UPI,Groceries,dry fruits,474,Expense,TXN1054
25-02-2021,UPI,Groceries,atta,256,Expense,TXN1055
26-02-2021,Cash,Care Essentials,baby care items,405,Expense,TXN1056
27-02-2021,Cash,Care Essentials,baby care items,172,Expense,TXN1057
27-02-2021,Debit Card,Education,workshop fees,8466,Expense,TXN1058
27-02-2021,Cash,Groceries,popcorn,201,Expense,TXN1059
28-02-2021,Mobile Wallet,Groceries,eggs,84,Expense,TXN1060
01-03-2021,Mobile Wallet,Miscellaneous,referral bonus,210,Income,TXN1061
01-03-2021,Credit Card,Domestic Help,house painting,1001,Expense,TXN1062
01-03-2021,Cheque,Pension,senior benefits,46109,Income,TXN1063
02-03-2021,Mobile Wallet,Groceries,tea,142,Expense,TXN1064
02-03-2021,Mobile Wallet,Care Essentials,contact lens solution,189,Expense,TXN1065
02-03-2021,Debit Card,Stocks,IPO allotment,1903,Income,TXN1066
02-03-2021,UPI,Rewards,promotion bonus,68,Income,TXN1067
02-03-2021,Cash,Groceries,eggs,232,Expense,TXN1068
02-03-2021,Mobile Wallet,Groceries,ice cream,55,Expense,TXN1069
03-03-2021,Debit Card,Groceries,dry fruits,671,Expense,TXN1070
03-03-2021,Debit Card,Financial Dues,late payment fees,5988,Expense,TXN1071
04-03-2021,Credit Card,Financial Dues,PPF deposit,7962,Expense,TXN1072
04-03-2021,Cash,Miscellaneous,religious offering,392,Expense,TXN1073
04-03-2021,Credit Card,Financial Dues,retirement fund,5299,Expense,TXN1074
04-03-2021,Credit Card,Interest,treasury yield,6078,Income,TXN1075
04-03-2021,Net Banking,Rent,HRA deducted from salary,11714,Expense,TXN1076
04-03-2021,Net Banking,Salary,salary advance,76437,Income,TXN1077
05-03-2021,Credit Card,Communication,DTH recharge,985,Expense,TXN1078
05-03-2021,Credit Card,Utilities,electricity bill,926,Expense,TXN1079
06-03-2021,Mobile Wallet,Communication,cable tv bill,306,Expense,TXN1080
06-03-2021,Debit Card,Communication,mobile recharge,521,Expense,TXN1081
06-03-2021,Credit Card,Utilities,water bill,926,Expense,TXN1082
06-03-2021,Debit Card,Rent,advance rent received,5495,Income,TXN1083
07-03-2021,Net Banking,Education,school fees,13677,Expense,TXN1084
09-03-2021,Debit Card,Communication,internet bill,869,Expense,TXN1085
09-03-2021,Credit Card,Enrichment,dance class,954,Expense,TXN1086
10-03-2021,Credit Card,Healthcare,supplements,518,Expense,TXN1087
10-03-2021,Debit Card,Utilities,gas bill,679,Expense,TXN1088
10-03-2021,Credit Card,Utilities,sewer charges,907,Expense,TXN1089
11-03-2021,Mobile Wallet,Groceries,spices,210,Expense,TXN1090
11-03-2021,Credit Card,Communication,landline bill,719,Expense,TXN1091
11-03-2021,UPI,Care Essentials,shaving kit,232,Expense,TXN1092
12-03-2021,Cash,Transportation,ola ride,483,Expense,TXN1093
12-03-2021,Cash,Groceries,bread,198,Expense,TXN1094
12-03-2021,Credit Card,Groceries,dry fruits,667,Expense,TXN1095
13-03-2021,Cash,Care Essentials,haircut,427,Expense,TXN1096
13-03-2021,Cash,Groceries,tea,213,Expense,TXN1097
14-03-2021,Credit Card,Utilities,waste collection,634,Expense,TXN1098
14-03-2021,Debit Card,Enrichment,magazine subscription,945,Expense,TXN1099
15-03-2021,Cash,Rewards,promotion bonus,193,Income,TXN1100
15-03-2021,Debit Card,Education,books,1044,Expense,TXN1101
15-03-2021,Mobile Wallet,Groceries,ghee,113,Expense,TXN1102
15-03-2021,UPI,Care Essentials,salon visit,421,Expense,TXN1103
16-03-2021,Debit Card,Education,library fees,1783,Expense,TXN1104
16-03-2021,Mobile Wallet,Groceries,veggies,224,Expense,TXN1105
16-03-2021,Credit Card,Groceries,kitchen items,1300,Expense,TXN1106
17-03-2021,Debit Card,Domestic Help,driver salary,1288,Expense,TXN1107
18-03-2021,UPI,Miscellaneous,document fees,329,Expense,TXN1108
19-03-2021,Debit Card,Groceries,festival snacks,746,Expense,TXN1109
20-03-2021,UPI,Groceries,tea,154,Expense,TXN1110
20-03-2021,Cash,Groceries,festival snacks,377,Expense,TXN1111
21-03-2021,Credit Card,Domestic Help,carpenter,639,Expense,TXN1112
22-03-2021,Credit Card,Groceries,non-veg items,601,Expense,TXN1113
23-03-2021,Debit Card,Interest,interest on loan,5539,Income,TXN1114
23-03-2021,Cash,Groceries,popcorn,258,Expense,TXN1115
23-03-2021,Cash,Miscellaneous,insurance claim,71,Income,TXN1116
23-03-2021,Cash,Groceries,dry fruits,208,Expense,TXN1117
23-03-2021,UPI,Miscellaneous,fine payment,213,Expense,TXN1118
24-03-2021,Mobile Wallet,Groceries,popcorn,215,Expense,TXN1119
25-03-2021,Credit Card,Education,workshop fees,9209,Expense,TXN1120
26-03-2021,Mobile Wallet,Groceries,yogurt,206,Expense,TXN1121
26-03-2021,Debit Card,Education,library fees,2801,Expense,TXN1122
27-03-2021,Debit Card,Financial Dues,car loan EMI,8334,Expense,TXN1123
27-03-2021,Debit Card,Discretionary,home decor,875,Expense,TXN1124
27-03-2021,Debit Card,Healthcare,blood test,887,Expense,TXN1125
28-03-2021,UPI,Care Essentials,deodorant,130,Expense,TXN1126
29-03-2021,Debit Card,Financial Dues,tax payment,6499,Expense,TXN1127
29-03-2021,Debit Card,Healthcare,supplements,680,Expense,TXN1128
30-03-2021,Credit Card,Stocks,IPO allotment,1672,Income,TXN1129
31-03-2021,Cash,Discretionary,furniture,491,Expense,TXN1130
31-03-2021,Credit Card,Enrichment,magazine subscription,975,Expense,TXN1131
31-03-2021,UPI,Miscellaneous,survey incentive,296,Income,TXN1132
31-03-2021,Mobile Wallet,Rewards,survey reward,51,Income,TXN1133
01-04-2021,Credit Card,Interest,certificate deposit,9374,Income,TXN1134
01-04-2021,Credit Card,Financial Dues,PPF deposit,7735,Expense,TXN1135
01-04-2021,Debit Card,Enrichment,chess classes,823,Expense,TXN1136
02-04-2021,Debit Card,Rent,rent received in cash,6973,Income,TXN1137
02-04-2021,Debit Card,Enrichment,magazine subscription,977,Expense,TXN1138
03-04-2021,Debit Card,Financial Dues,car loan EMI,2434,Expense,TXN1139
03-04-2021,UPI,Groceries,chips,291,Expense,TXN1140
03-04-2021,Cash,Care Essentials,hair oil,368,Expense,TXN1141
04-04-2021,Cheque,Salary,salary advance,70669,Income,TXN1142
04-04-2021,UPI,Groceries,dal,83,Expense,TXN1143
04-04-2021,Cash,Groceries,honey,279,Expense,TXN1144
04-04-2021,Mobile Wallet,Rewards,cashback,51,Income,TXN1145
05-04-2021,Mobile Wallet,Communication,mobile recharge,464,Expense,TXN1146
05-04-2021,Mobile Wallet,Groceries,cornflakes,272,Expense,TXN1147
06-04-2021,Mobile Wallet,Care Essentials,baby care items,313,Expense,TXN1148
06-04-2021,Other,Pension,provident fund,47968,Income,TXN1149
06-04-2021,Credit Card,Education,school fees,7928,Expense,TXN1150
06-04-2021,Cash,Groceries,dry fruits,320,Expense,TXN1151
06-04-2021,Debit Card,Stocks,dividend income,831,Income,TXN1152
06-04-2021,Cheque,Rent,HRA deducted from salary,13652,Expense,TXN1153
07-04-2021,Cash,Care Essentials,pet food,306,Expense,TXN1154
07-04-2021,Debit Card,Utilities,sewer charges,580,Expense,TXN1155
07-04-2021,Debit Card,Healthcare,bandages,847,Expense,TXN1156
07-04-2021,UPI,Communication,internet bill,232,Expense,TXN1157
08-04-2021,Credit Card,Utilities,water bill,647,Expense,TXN1158
09-04-2021,Mobile Wallet,Groceries,veggies,102,Expense,TXN1159
10-04-2021,UPI,Miscellaneous,insurance claim,177,Income,TXN1160
10-04-2021,Debit Card,Interest,bond interest,6490,Income,TXN1161
10-04-2021,Mobile Wallet,Domestic Help,babysitter,135,Expense,TXN1162
10-04-2021,Mobile Wallet,Groceries,oats,136,Expense,TXN1163
10-04-2021,Mobile Wallet,Rewards,discount voucher,162,Income,TXN1164
11-04-2021,UPI,Healthcare,doctor visit,112,Expense,TXN1165
11-04-2021,Debit Card,Utilities,waste collection,640,Expense,TXN1166
12-04-2021,Mobile Wallet,Miscellaneous,expense reimbursement,98,Income,TXN1167
12-04-2021,Debit Card,Communication,DTH recharge,832,Expense,TXN1168
12-04-2021,Debit Card,Education,online course,3355,Expense,TXN1169
12-04-2021,Credit Card,Stocks,equity sale,1119,Income,TXN1170
13-04-2021,Cash,Rewards,reward redemption,132,Income,TXN1171
13-04-2021,Cash,Miscellaneous,fine payment,103,Expense,TXN1172
13-04-2021,Cash,Miscellaneous,deposit return,420,Income,TXN1173
13-04-2021,Mobile Wallet,Groceries,festival snacks,322,Expense,TXN1174
13-04-2021,Mobile Wallet,Groceries,ice cream,284,Expense,TXN1175
13-04-2021,Mobile Wallet,Domestic Help,watchman tip,459,Expense,TXN1176
13-04-2021,Cash,Groceries,festival snacks,288,Expense,TXN1177
13-04-2021,Credit Card,Utilities,gas bill,560,Expense,TXN1178
14-04-2021,Mobile Wallet,Communication,landline bill,241,Expense,TXN1179
14-04-2021,Debit Card,Communication,cable tv bill,875,Expense,TXN1180
14-04-2021,UPI,Groceries,cornflakes,187,Expense,TXN1181
14-04-2021,Credit Card,Education,project materials,1470,Expense,TXN1182
15-04-2021,Credit Card,Utilities,electricity bill,537,Expense,TXN1183
15-04-2021,Credit Card,Enrichment,musical instrument,981,Expense,TXN1184
16-04-2021,Mobile Wallet,Care Essentials,soap,219,Expense,TXN1185
17-04-2021,Mobile Wallet,Groceries,festival snacks,261,Expense,TXN1186
17-04-2021,Cheque,Education,stationery,11815,Expense,TXN1187
18-04-2021,Debit Card,Financial Dues,late payment fees,7622,Expense,TXN1188
18-04-2021,Credit Card,Financial Dues,car loan EMI,6600,Expense,TXN1189
19-04-2021,UPI,Groceries,ghee,224,Expense,TXN1190
19-04-2021,Cash,Miscellaneous,charity donation,365,Expense,TXN1191
20-04-2021,Mobile Wallet,Groceries,tea,240,Expense,TXN1192
20-04-2021,Cash,Groceries,jam,294,Expense,TXN1193
21-04-2021,Mobile Wallet,Miscellaneous,legal fees,328,Expense,TXN1194
21-04-2021,Credit Card,Discretionary,party expenses,546,Expense,TXN1195
21-04-2021,Credit Card,Financial Dues,late payment fees,9518,Expense,TXN1196
23-04-2021,Credit Card,Groceries,toiletries,3772,Expense,TXN1197
24-04-2021,Cash,Groceries,spices,262,Expense,TXN1198
25-04-2021,Mobile Wallet,Groceries,oats,237,Expense,TXN1199
25-04-2021,Credit Card,Transportation,battery replacement,592,Expense,TXN1200
26-04-2021,Cash,Groceries,tea,56,Expense,TXN1201
26-04-2021,Mobile Wallet,Groceries,amul butter,286,Expense,TXN1202
27-04-2021,Debit Card,Domestic Help,cook fees,1179,Expense,TXN1203
27-04-2021,Credit Card,Groceries,non-veg items,537,Expense,TXN1204
28-04-2021,Cash,Care Essentials,spa,434,Expense,TXN1205
29-04-2021,Debit Card,Education,school supplies,9984,Expense,TXN1206
30-04-2021,Mobile Wallet,Healthcare,BP monitor,449,Expense,TXN1207
30-04-2021,Debit Card,Discretionary,electronics,526,Expense,TXN1208
01-05-2021,Cash,Miscellaneous,tax refund,310,Income,TXN1209
01-05-2021,Credit Card,Enrichment,musical instrument,809,Expense,TXN1210
01-05-2021,Cash,Groceries,buttermilk,205,Expense,TXN1211
01-05-2021,Credit Card,Rent,rent received with maintenance charges included,6384,Income,TXN1212
02-05-2021,Other,Rent,rent paid for apartment,10907,Expense,TXN1213
03-05-2021,Cash,Groceries,coffee,218,Expense,TXN1214
03-05-2021,Credit Card,Education,online course,3252,Expense,TXN1215
03-05-2021,Credit Card,Education,exam fees,6654,Expense,TXN1216
03-05-2021,Credit Card,Financial Dues,PPF deposit,7275,Expense,TXN1217
04-05-2021,Debit Card,Enrichment,language classes,918,Expense,TXN1218
05-05-2021,Debit Card,Utilities,gas bill,520,Expense,TXN1219
05-05-2021,Debit Card,Financial Dues,car loan EMI,2133,Expense,TXN1220
05-05-2021,Credit Card,Enrichment,magazine subscription,903,Expense,TXN1221
05-05-2021,Debit Card,Interest,treasury yield,8258,Income,TXN1222
05-05-2021,Cheque,Salary,monthly salary,67501,Income,TXN1223
05-05-2021,Debit Card,Utilities,water bill,834,Expense,TXN1224
06-05-2021,Bank Transfer,Pension,pension fund,44088,Income,TXN1225
06-05-2021,Credit Card,Education,workshop fees,9070,Expense,TXN1226
06-05-2021,UPI,Groceries,amul butter,172,Expense,TXN1227
06-05-2021,Debit Card,Utilities,waste collection,852,Expense,TXN1228
06-05-2021,Cash,Groceries,curd,113,Expense,TXN1229
07-05-2021,Credit Card,Groceries,non-veg items,547,Expense,TXN1230
08-05-2021,UPI,Miscellaneous,document fees,267,Expense,TXN1231
08-05-2021,Cash,Transportation,CNG refill,338,Expense,TXN1232
09-05-2021,Debit Card,Interest,certificate deposit,7118,Income,TXN1233
09-05-2021,Credit Card,Utilities,sewer charges,789,Expense,TXN1234
09-05-2021,Cash,Groceries,milk,128,Expense,TXN1235
10-05-2021,Mobile Wallet,Groceries,cornflakes,196,Expense,TXN1236
10-05-2021,Cash,Miscellaneous,expense reimbursement,234,Income,TXN1237
11-05-2021,Mobile Wallet,Groceries,buns,132,Expense,TXN1238
11-05-2021,Debit Card,Communication,mobile recharge,723,Expense,TXN1239
11-05-2021,Debit Card,Utilities,electricity bill,735,Expense,TXN1240
12-05-2021,Credit Card,Communication,DTH recharge,834,Expense,TXN1241
12-05-2021,UPI,Groceries,biscuits,252,Expense,TXN1242
12-05-2021,Mobile Wallet,Miscellaneous,subscription,412,Expense,TXN1243
12-05-2021,Debit Card,Groceries,festival snacks,526,Expense,TXN1244
13-05-2021,Debit Card,Communication,cable tv bill,525,Expense,TXN1245
13-05-2021,Cash,Communication,landline bill,401,Expense,TXN1246
14-05-2021,Credit Card,Communication,internet bill,723,Expense,TXN1247
15-05-2021,Mobile Wallet,Healthcare,blood test,261,Expense,TXN1248
16-05-2021,UPI,Care Essentials,beauty products,168,Expense,TXN1249
16-05-2021,Cash,Miscellaneous,contest winning,460,Income,TXN1250
16-05-2021,Debit Card,Stocks,mutual fund profit,1983,Income,TXN1251
16-05-2021,Mobile Wallet,Rewards,credit card reward,106,Income,TXN1252
16-05-2021,Credit Card,Financial Dues,investment deposit,6799,Expense,TXN1253
17-05-2021,Mobile Wallet,Groceries,festival snacks,334,Expense,TXN1254
17-05-2021,Mobile Wallet,Groceries,sugar,140,Expense,TXN1255
18-05-2021,UPI,Groceries,biscuits,244,Expense,TXN1256
19-05-2021,UPI,Miscellaneous,religious offering,241,Expense,TXN1257
19-05-2021,Mobile Wallet,Groceries,tea,94,Expense,TXN1258
19-05-2021,Debit Card,Financial Dues,car loan EMI,3839,Expense,TXN1259
20-05-2021,Credit Card,Domestic Help,car cleaner,1457,Expense,TXN1260
20-05-2021,UPI,Groceries,snacks,269,Expense,TXN1261
20-05-2021,UPI,Rewards,referral bonus,199,Income,TXN1262
20-05-2021,Cash,Care Essentials,moisturizer,418,Expense,TXN1263
20-05-2021,Mobile Wallet,Care Essentials,contact lens solution,206,Expense,TXN1264
22-05-2021,Debit Card,Healthcare,eye checkup,762,Expense,TXN1265
22-05-2021,Mobile Wallet,Care Essentials,pet food,469,Expense,TXN1266
22-05-2021,Cash,Groceries,ice cream,69,Expense,TXN1267
22-05-2021,Debit Card,Education,school supplies,6278,Expense,TXN1268
23-05-2021,Credit Card,Groceries,festival snacks,501,Expense,TXN1269
24-05-2021,Debit Card,Education,stationery,7275,Expense,TXN1270
24-05-2021,Credit Card,Groceries,kendriya bhandar,4029,Expense,TXN1271
25-05-2021,Credit Card,Stocks,capital gain,1604,Income,TXN1272
25-05-2021,Credit Card,Groceries,festival snacks,501,Expense,TXN1273
25-05-2021,Mobile Wallet,Rewards,discount voucher,112,Income,TXN1274
26-05-2021,Mobile Wallet,Groceries,veggies,116,Expense,TXN1275
27-05-2021,Credit Card,Financial Dues,personal loan EMI,6844,Expense,TXN1276
28-05-2021,Debit Card,Discretionary,dining out,758,Expense,TXN1277
28-05-2021,Cash,Groceries,yogurt,265,Expense,TXN1278
29-05-2021,Debit Card,Discretionary,vacation,618,Expense,TXN1279
29-05-2021,Debit Card,Domestic Help,electrician,1107,Expense,TXN1280
30-05-2021,UPI,Domestic Help,maid fees,352,Expense,TXN1281
31-05-2021,UPI,Healthcare,thermometer,136,Expense,TXN1282
31-05-2021,Mobile Wallet,Care Essentials,toothpaste,187,Expense,TXN1283
01-06-2021,Other,Salary,commission,77347,Income,TXN1284
02-06-2021,Debit Card,Education,library fees,5631,Expense,TXN1285
02-06-2021,Debit Card,Enrichment,subscription fees,960,Expense,TXN1286
02-06-2021,Debit Card,Rent,advance rent received,6525,Income,TXN1287
02-06-2021,Cash,Groceries,chips,291,Expense,TXN1288
02-06-2021,Other,Pension,family pension,45759,Income,TXN1289
03-06-2021,Debit Card,Stocks,dividend income,1015,Income,TXN1290
04-06-2021,Net Banking,Education,stationery,10170,Expense,TXN1291
04-06-2021,Cash,Groceries,non-veg items,320,Expense,TXN1292
04-06-2021,Credit Card,Enrichment,art classes,950,Expense,TXN1293
05-06-2021,UPI,Groceries,popcorn,72,Expense,TXN1294
05-06-2021,Debit Card,Discretionary,entertainment,627,Expense,TXN1295
05-06-2021,Credit Card,Financial Dues,bank charges,9673,Expense,TXN1296
06-06-2021,Credit Card,Utilities,waste collection,777,Expense,TXN1297
06-06-2021,Credit Card,Education,exam fees,2424,Expense,TXN1298
06-06-2021,Credit Card,Domestic Help,driver salary,740,Expense,TXN1299
06-06-2021,Credit Card,Financial Dues,investment deposit,3049,Expense,TXN1300
06-06-2021,Debit Card,Interest,dividend income,6776,Income,TXN1301
06-06-2021,Cheque,Rent,lease amount,12233,Expense,TXN1302
06-06-2021,Cash,Groceries,non-veg items,241,Expense,TXN1303
07-06-2021,UPI,Care Essentials,haircut,332,Expense,TXN1304
07-06-2021,UPI,Care Essentials,spa,380,Expense,TXN1305
07-06-2021,UPI,Groceries,curd,256,Expense,TXN1306
08-06-2021,Cash,Communication,DTH recharge,362,Expense,TXN1307
08-06-2021,Credit Card,Communication,cable tv bill,898,Expense,TXN1308
08-06-2021,Debit Card,Utilities,electricity bill,644,Expense,TXN1309
08-06-2021,Mobile Wallet,Care Essentials,makeup items,289,Expense,TXN1310
09-06-2021,Mobile Wallet,Miscellaneous,referral bonus,212,Income,TXN1311
10-06-2021,Mobile Wallet,Groceries,curd,202,Expense,TXN1312
10-06-2021,Cash,Groceries,festival snacks,336,Expense,TXN1313
11-06-2021,Debit Card,Stocks,mutual fund profit,1566,Income,TXN1314
11-06-2021,Mobile Wallet,Groceries,masala powders,296,Expense,TXN1315
11-06-2021,UPI,Care Essentials,pet grooming,174,Expense,TXN1316
12-06-2021,Credit Card,Utilities,sewer charges,657,Expense,TXN1317
12-06-2021,Credit Card,Communication,landline bill,790,Expense,TXN1318
12-06-2021,Debit Card,Financial Dues,late payment fees,5205,Expense,TXN1319
12-06-2021,UPI,Care Essentials,makeup items,175,Expense,TXN1320
13-06-2021,Debit Card,Utilities,water bill,768,Expense,TXN1321
13-06-2021,Mobile Wallet,Groceries,chutney,122,Expense,TXN1322
13-06-2021,Debit Card,Groceries,non-veg items,749,Expense,TXN1323
14-06-2021,Cash,Rewards,promotion bonus,136,Income,TXN1324
14-06-2021,Mobile Wallet,Communication,mobile recharge,415,Expense,TXN1325
15-06-2021,Debit Card,Utilities,gas bill,874,Expense,TXN1326
15-06-2021,Credit Card,Communication,internet bill,944,Expense,TXN1327
16-06-2021,UPI,Healthcare,dermatologist,332,Expense,TXN1328
16-06-2021,UPI,Miscellaneous,insurance claim,252,Income,TXN1329
16-06-2021,UPI,Discretionary,movie tickets,341,Expense,TXN1330
16-06-2021,Debit Card,Education,online course,7413,Expense,TXN1331
18-06-2021,Mobile Wallet,Groceries,milk,100,Expense,TXN1332
18-06-2021,Cash,Groceries,non-veg items,203,Expense,TXN1333
18-06-2021,Debit Card,Enrichment,hobby supplies,900,Expense,TXN1334
18-06-2021,Cash,Groceries,non-veg items,264,Expense,TXN1335
18-06-2021,Credit Card,Financial Dues,retirement fund,8850,Expense,TXN1336
20-06-2021,Other,Education,books,11487,Expense,TXN1337
20-06-2021,Cash,Rewards,referral bonus,120,Income,TXN1338
21-06-2021,Debit Card,Groceries,festival stuff,4080,Expense,TXN1339
21-06-2021,UPI,Groceries,sugar,94,Expense,TXN1340
21-06-2021,Credit Card,Healthcare,vitamins,709,Expense,TXN1341
21-06-2021,Cash,Groceries,chutney,122,Expense,TXN1342
22-06-2021,UPI,Groceries,yogurt,245,Expense,TXN1343
23-06-2021,UPI,Miscellaneous,festive expense,77,Expense,TXN1344
23-06-2021,Cash,Groceries,jam,50,Expense,TXN1345
23-06-2021,Debit Card,Domestic Help,house painting,825,Expense,TXN1346
23-06-2021,Mobile Wallet,Domestic Help,babysitter,112,Expense,TXN1347
24-06-2021,Debit Card,Groceries,dry fruits,682,Expense,TXN1348
25-06-2021,Credit Card,Healthcare,bandages,713,Expense,TXN1349
25-06-2021,Debit Card,Interest,recurring deposit,9448,Income,TXN1350
26-06-2021,Mobile Wallet,Miscellaneous,emergency expense,185,Expense,TXN1351
26-06-2021,UPI,Groceries,fruits,219,Expense,TXN1352
26-06-2021,UPI,Transportation,ola ride,471,Expense,TXN1353
26-06-2021,UPI,Groceries,non-veg items,350,Expense,TXN1354
27-06-2021,Credit Card,Financial Dues,car loan EMI,7767,Expense,TXN1355
28-06-2021,UPI,Rewards,credit card reward,146,Income,TXN1356
28-06-2021,Cash,Miscellaneous,subscription,71,Expense,TXN1357
30-06-2021,UPI,Miscellaneous,survey incentive,205,Income,TXN1358
01-07-2021,Mobile Wallet,Care Essentials,deodorant,418,Expense,TXN1359
02-07-2021,Debit Card,Stocks,securities profit,1463,Income,TXN1360
02-07-2021,Cash,Care Essentials,beauty products,375,Expense,TXN1361
02-07-2021,Credit Card,Financial Dues,home loan EMI,4844,Expense,TXN1362
02-07-2021,Mobile Wallet,Groceries,salt,56,Expense,TXN1363
02-07-2021,Mobile Wallet,Groceries,oats,113,Expense,TXN1364
03-07-2021,Other,Pension,retirement benefits,46583,Income,TXN1365
03-07-2021,Automatic Payment,Rent,monthly rent for PG,13905,Expense,TXN1366
03-07-2021,Mobile Wallet,Care Essentials,pet food,472,Expense,TXN1367
03-07-2021,Credit Card,Groceries,festival snacks,524,Expense,TXN1368
04-07-2021,Debit Card,Enrichment,chess classes,895,Expense,TXN1369
04-07-2021,Cash,Rewards,reward redemption,149,Income,TXN1370
04-07-2021,Cash,Care Essentials,haircut,416,Expense,TXN1371
05-07-2021,Debit Card,Communication,internet bill,595,Expense,TXN1372
05-07-2021,Cash,Communication,mobile recharge,386,Expense,TXN1373
05-07-2021,Credit Card,Utilities,gas bill,576,Expense,TXN1374
05-07-2021,Bank Transfer,Education,school fees,11657,Expense,TXN1375
05-07-2021,Cheque,Salary,commission,75520,Income,TXN1376
05-07-2021,Debit Card,Groceries,non-veg items,584,Expense,TXN1377
06-07-2021,Mobile Wallet,Transportation,bike service,361,Expense,TXN1378
06-07-2021,Cash,Groceries,ice cream,70,Expense,TXN1379
07-07-2021,Credit Card,Domestic Help,pest control,605,Expense,TXN1380
07-07-2021,UPI,Miscellaneous,subscription,134,Expense,TXN1381
07-07-2021,Credit Card,Stocks,share market gain,1228,Income,TXN1382
07-07-2021,Debit Card,Utilities,waste collection,986,Expense,TXN1383
08-07-2021,Credit Card,Education,books,3068,Expense,TXN1384
08-07-2021,Debit Card,Domestic Help,electrician,986,Expense,TXN1385
08-07-2021,UPI,Groceries,tea,66,Expense,TXN1386
09-07-2021,Debit Card,Discretionary,dining out,588,Expense,TXN1387
09-07-2021,Debit Card,Utilities,sewer charges,563,Expense,TXN1388
10-07-2021,Debit Card,Rent,rent received with maintenance charges included,7897,Income,TXN1389
10-07-2021,Cash,Communication,DTH recharge,264,Expense,TXN1390
10-07-2021,Credit Card,Communication,cable tv bill,571,Expense,TXN1391
10-07-2021,Cash,Groceries,festival snacks,447,Expense,TXN1392
10-07-2021,Mobile Wallet,Groceries,honey,89,Expense,TXN1393
10-07-2021,Cash,Healthcare,supplements,472,Expense,TXN1394
10-07-2021,Cash,Groceries,dry fruits,200,Expense,TXN1395
11-07-2021,UPI,Communication,landline bill,449,Expense,TXN1396
11-07-2021,Cash,Rewards,wallet cashback,146,Income,TXN1397
11-07-2021,Mobile Wallet,Miscellaneous,legal fees,261,Expense,TXN1398
12-07-2021,UPI,Groceries,bread,57,Expense,TXN1399
12-07-2021,Debit Card,Utilities,water bill,809,Expense,TXN1400
12-07-2021,UPI,Care Essentials,toothpaste,199,Expense,TXN1401
12-07-2021,Cash,Groceries,atta,299,Expense,TXN1402
14-07-2021,Debit Card,Utilities,electricity bill,746,Expense,TXN1403
14-07-2021,Debit Card,Healthcare,vitamins,565,Expense,TXN1404
16-07-2021,Debit Card,Financial Dues,credit card bill,4534,Expense,TXN1405
17-07-2021,UPI,Groceries,salt,279,Expense,TXN1406
17-07-2021,Cash,Miscellaneous,deposit return,380,Income,TXN1407
17-07-2021,UPI,Miscellaneous,rebate amount,252,Income,TXN1408
17-07-2021,UPI,Groceries,eggs,112,Expense,TXN1409
17-07-2021,Debit Card,Groceries,festival snacks,521,Expense,TXN1410
18-07-2021,Mobile Wallet,Miscellaneous,referral bonus,254,Income,TXN1411
18-07-2021,Debit Card,Discretionary,gadgets,634,Expense,TXN1412
18-07-2021,Mobile Wallet,Groceries,jam,82,Expense,TXN1413
18-07-2021,Debit Card,Education,library fees,2806,Expense,TXN1414
21-07-2021,UPI,Groceries,festival snacks,380,Expense,TXN1415
21-07-2021,Debit Card,Groceries,flour mill,1653,Expense,TXN1416
21-07-2021,Mobile Wallet,Groceries,fruits,57,Expense,TXN1417
23-07-2021,Debit Card,Groceries,festival snacks,729,Expense,TXN1418
23-07-2021,Credit Card,Financial Dues,retirement fund,4865,Expense,TXN1419
23-07-2021,Credit Card,Financial Dues,tax payment,8332,Expense,TXN1420
24-07-2021,Debit Card,Enrichment,subscription fees,904,Expense,TXN1421
25-07-2021,Mobile Wallet,Groceries,coffee,292,Expense,TXN1422
25-07-2021,Debit Card,Interest,certificate deposit,5771,Income,TXN1423
25-07-2021,Debit Card,Education,school supplies,5833,Expense,TXN1424
26-07-2021,Credit Card,Financial Dues,PPF deposit,7866,Expense,TXN1425
26-07-2021,UPI,Groceries,fruits,198,Expense,TXN1426
26-07-2021,Debit Card,Groceries,dry fruits,678,Expense,TXN1427
27-07-2021,Debit Card,Interest,treasury yield,5949,Income,TXN1428
